id,t_send,scope,segment,size_bucket,amount_rel,gc,outcome,t_decision
1603,1104,Mirrors,commercial,S,5.06,GC084,0,
1604,1105,Storefront,commercial,S,16.7,GC101,,
1605,1105,Windows,commercial,M,42.1,GC033,0,
1606,1106,Windows,commercial,L,129,GC089,0,
1607,1108,Windows,commercial,M,25.7,GC184,0,1311
1608,1112,Storefront,commercial,L,126,GC199,0,
1609,1113,Windows,commercial,XL,505,GC108,0,
1610,1113,Storefront,commercial,L,312,GC108,0,
1611,1113,Mirrors,commercial,M,54.3,GC108,0,
1612,1114,Mirrors,commercial,L,99.2,GC010,0,
1613,1114,Windows,commercial,XL,727,GC010,0,
1614,1114,Storefront,commercial,L,123,GC131,0,
1615,1115,Mirrors,commercial,S,17.7,GC084,0,
1616,1115,Windows,commercial,L,273,GC084,0,
1617,1115,Storefront,commercial,XL,487,GC084,0,
1618,1125,Mirrors,commercial,M,47.8,GC010,,
1619,1125,Windows,commercial,XL,589,GC010,,
1620,1125,Shower Doors,commercial,M,38,GC010,,
1621,1125,Storefront,commercial,XL,787,GC010,,
1622,1125,Storefront,commercial,XL,615,GC143,0,
1623,1125,Windows,commercial,XL,1160,GC143,0,
1624,1125,Shower Doors,commercial,L,280,GC207,0,
1625,1125,Mirrors,commercial,M,42.5,GC207,0,
1626,1129,Shower Doors,commercial,L,128,GC087,0,
1627,1129,Windows,commercial,XL,400,GC087,0,
1628,1129,Mirrors,commercial,M,61.4,GC087,0,
1629,1134,Windows,commercial,L,93.5,GC163,1,1225
1630,1134,Storefront,commercial,L,103,GC163,0,
1631,1134,Mirrors,commercial,S,4.67,GC163,0,
1632,1134,Windows,commercial,XL,544,GC161,0,1290
1633,1134,Mirrors,commercial,M,23.2,GC143,0,
1634,1134,Windows,commercial,XL,625,GC143,0,
1635,1136,Mirrors,commercial,M,22,GC163,,
1636,1136,Windows,commercial,L,127,GC163,,
1637,1136,Storefront,commercial,M,70.9,GC163,,
1638,1142,Mirrors,commercial,M,47.9,GC108,0,
1639,1142,Windows,commercial,L,314,GC207,0,
1640,1143,Windows,commercial,L,84.4,GC163,1,1205
1641,1143,Mirrors,commercial,S,8.79,GC163,,
1642,1143,Windows,commercial,L,159,GC087,0,
1643,1147,Windows,commercial,L,251,GC187,0,
1644,1148,Windows,commercial,S,5.38,GC219,0,1314
1645,1149,Windows,commercial,M,60.4,GC194,0,
1646,1149,Windows,commercial,M,46.2,GC194,0,
1647,1149,Windows,commercial,M,53.3,GC194,0,
1648,1154,Windows,commercial,L,202,GC143,0,1294
1649,1154,Mirrors,commercial,M,19.3,GC143,0,1294
1650,1154,Shower Doors,commercial,S,11.5,GC109,0,
1651,1154,Mirrors,commercial,S,6.85,GC109,0,
1652,1154,Windows,commercial,M,70.5,GC109,0,
1653,1156,Windows,commercial,L,350,GC075,0,
1654,1160,Storefront,commercial,M,55.3,GC217,0,1309
1655,1161,Mirrors,commercial,S,1.9,GC044,,
1656,1161,Windows,commercial,L,95.6,GC084,,
1657,1162,Windows,commercial,XL,1250,GC161,0,1290
1658,1162,Mirrors,commercial,S,7.62,GC160,1,1177
1659,1162,Shower Doors,commercial,M,39.8,GC160,1,1177
1660,1163,Windows,commercial,L,195,GC143,0,
1661,1163,Shower Doors,commercial,S,17.9,GC143,0,
1662,1163,Mirrors,commercial,S,12.1,GC143,0,
1663,1164,Storefront,commercial,M,57.6,GC160,0,
1664,1167,Windows,commercial,M,53.6,GC051,,
1665,1167,Mirrors,commercial,S,2.26,GC051,,
1666,1167,Mirrors,commercial,S,4.09,GC063,,
1667,1167,Shower Doors,commercial,M,53.7,GC063,,
1668,1167,Windows,commercial,L,89.5,GC063,,
1669,1167,Storefront,commercial,M,26.7,GC063,,
1670,1167,Mirrors,commercial,M,31,GC207,0,
1671,1167,Windows,commercial,L,251,GC084,0,
1672,1167,Windows,commercial,L,164,GC131,0,
1673,1170,Windows,commercial,XL,497,GC087,0,
1674,1170,Storefront,commercial,M,25.8,GC087,0,
1675,1170,Mirrors,commercial,M,18.8,GC087,0,
1676,1171,Mirrors,commercial,M,70.9,GC143,0,
1677,1171,Mirrors,commercial,M,60,GC143,,
1678,1171,Windows,commercial,XL,1660,GC143,,
1679,1171,Shower Doors,commercial,L,131,GC014,0,
1680,1171,Storefront,commercial,L,339,GC014,0,
1681,1171,Windows,commercial,XL,703,GC207,0,
1682,1176,Mirrors,commercial,S,9.85,GC051,,
1683,1176,Shower Doors,commercial,S,17.2,GC051,,
1684,1176,Windows,commercial,L,208,GC051,,
1685,1176,Windows,commercial,L,135,GC108,,
1686,1176,Mirrors,commercial,S,6.13,GC078,,
1687,1177,Mirrors,commercial,M,60.4,GC131,0,
1688,1177,Windows,commercial,XL,689,GC131,0,
1689,1178,Storefront,commercial,S,15.4,GC056,1,1244
1690,1178,Windows,commercial,M,49.2,GC108,0,
1691,1178,Mirrors,commercial,S,3.32,GC108,0,
1692,1178,Shower Doors,commercial,S,6.72,GC108,0,
1693,1178,Mirrors,commercial,S,4.68,GC158,0,
1694,1178,Windows,commercial,L,122,GC143,0,
1695,1178,Storefront,commercial,M,49.5,GC143,0,
1696,1182,Windows,single_family,M,26.7,GC016,1,
1697,1182,Windows,single_family,S,0.152,GC114,1,
1698,1182,Windows,single_family,S,3.6,GC114,0,
1699,1183,Windows,single_family,S,0.0795,GC006,0,
1700,1183,Windows,single_family,S,3.29,GC042,1,
1701,1183,Windows,single_family,S,15.4,GC173,1,
1702,1183,Windows,single_family,M,28.2,GC173,0,
1703,1183,Windows,commercial,L,192,GC084,,
1704,1184,Windows,single_family,M,37,GC016,0,
1705,1184,Windows,single_family,S,10.8,GC114,0,
1706,1184,Windows,single_family,S,11.6,GC159,1,
1707,1185,Windows,single_family,M,25.3,GC170,0,
1708,1185,Storefront,single_family,S,0.122,GC151,1,
1709,1185,Windows,single_family,S,0.222,GC114,0,
1710,1185,Windows,single_family,S,7.11,GC173,1,
1711,1185,Windows,single_family,M,23.2,GC149,0,
1712,1185,Windows,single_family,S,6.19,GC045,0,
1713,1188,Windows,commercial,L,316,GC209,,
1714,1188,Windows,commercial,XL,677,GC199,0,
1715,1188,Storefront,commercial,L,167,GC087,0,
1716,1188,Mirrors,commercial,S,4.58,GC087,1,1216
1717,1188,Shower Doors,commercial,M,21.8,GC087,0,
1718,1188,Windows,commercial,M,51.6,GC087,0,
1719,1188,Windows,commercial,L,139,GC205,0,
1720,1188,Shower Doors,commercial,L,125,GC084,,
1721,1188,Storefront,commercial,L,326,GC084,,
1722,1188,Mirrors,commercial,M,60,GC084,,
1723,1188,Mirrors,commercial,M,32.7,GC160,0,
1724,1188,Windows,commercial,L,77.8,GC215,,
1725,1188,Windows,commercial,M,19.1,GC103,0,
1726,1189,Windows,commercial,L,107,GC010,0,
1727,1189,Mirrors,commercial,S,13.2,GC141,0,
1728,1189,Shower Doors,commercial,S,13,GC141,0,
1729,1189,Windows,single_family,S,6.34,GC045,0,
1730,1190,Windows,single_family,M,69.1,GC114,0,
1731,1190,Windows,single_family,S,3.17,GC043,1,
1732,1190,Windows,single_family,S,2.72,GC043,1,
1733,1190,Windows,single_family,S,2.73,GC043,1,
1734,1190,Windows,single_family,S,1.42,GC043,1,
1735,1191,Windows,single_family,M,23.6,GC016,0,
1736,1191,Windows,single_family,M,23.3,GC016,0,
1737,1191,Mirrors,commercial,S,5.44,GC087,0,1290
1738,1191,Shower Doors,commercial,S,3.58,GC087,0,1290
1739,1191,Windows,commercial,L,85.1,GC087,0,1290
1740,1191,Windows,single_family,S,0.161,GC114,1,
1741,1191,Windows,single_family,S,1.81,GC216,1,
1742,1191,Windows,commercial,M,45.5,GC143,0,
1743,1191,Mirrors,commercial,S,3.28,GC143,0,
1744,1191,Windows,single_family,S,6.91,GC173,1,
1745,1191,Mirrors,commercial,M,48.5,GC022,,
1746,1191,Windows,commercial,L,247,GC022,,
1747,1192,Windows,commercial,M,38.6,GC102,0,1302
1748,1195,Windows,single_family,M,46.6,GC158,0,
1749,1196,Mirrors,single_family,S,3.91,GC225,0,
1750,1196,Windows,single_family,M,18.6,GC225,0,
1751,1196,Windows,single_family,S,5.14,GC173,1,
1752,1197,Windows,single_family,M,46.6,GC158,0,
1753,1197,Windows,single_family,M,69.7,GC114,0,
1754,1197,Windows,commercial,S,4.38,GC149,0,
1755,1198,Windows,single_family,M,35.5,GC056,0,
1756,1198,Shower Doors,commercial,S,11.5,GC059,0,
1757,1198,Windows,commercial,M,70.5,GC059,0,
1758,1198,Storefront,commercial,M,68.3,GC059,0,
1759,1198,Mirrors,commercial,S,6.85,GC059,0,
1760,1199,Windows,commercial,M,19.8,GC198,0,
1761,1199,Mirrors,commercial,S,1.52,GC198,0,
1762,1199,Specialty,single_family,S,2.87,GC162,0,
1763,1199,Windows,commercial,XL,389,GC143,,
1764,1199,Mirrors,commercial,M,27.4,GC143,,
1765,1199,Windows,single_family,S,5.79,GC171,0,
1766,1202,Specialty,single_family,S,0.188,GC047,0,
1767,1202,Mirrors,commercial,S,2.07,GC063,0,
1768,1202,Windows,commercial,M,46.8,GC063,0,
1769,1202,Windows,single_family,S,7.47,GC149,0,
1770,1203,Shower Doors,commercial,M,54.4,GC083,0,
1771,1203,Windows,commercial,L,234,GC083,0,
1772,1203,Mirrors,commercial,M,25.5,GC143,0,
1773,1203,Storefront,commercial,L,133,GC213,0,
1774,1203,Shower Doors,commercial,L,148,GC213,0,
1775,1203,Mirrors,commercial,M,18.8,GC213,0,
1776,1203,Windows,commercial,L,274,GC213,0,
1777,1204,Windows,single_family,M,36.3,GC016,0,
1778,1204,Mirrors,commercial,M,32.6,GC063,,
1779,1204,Windows,commercial,XL,673,GC063,,
1780,1204,Shower Doors,commercial,M,35,GC063,,
1781,1204,Storefront,commercial,XL,381,GC063,,
1782,1204,Windows,single_family,S,4.48,GC053,1,
1783,1204,Windows,single_family,S,2.74,GC212,0,
1784,1205,Windows,single_family,S,1.31,GC176,0,
1785,1205,Windows,single_family,S,0.771,GC176,0,
1786,1205,Windows,single_family,S,8.82,GC121,0,
1787,1205,Windows,single_family,S,13.6,GC121,0,
1788,1205,Windows,single_family,S,9.68,GC121,0,
1789,1205,Windows,single_family,S,3.11,GC053,1,
1790,1206,Windows,single_family,S,8.54,GC116,0,
1791,1209,Windows,single_family,S,10.3,GC175,0,
1792,1211,Windows,single_family,S,5.59,GC035,1,
1793,1211,Windows,single_family,S,4.82,GC035,1,
1794,1211,Windows,single_family,S,8.86,GC162,0,
1795,1211,Windows,single_family,S,9.58,GC162,0,
1796,1211,Windows,single_family,S,15.1,GC175,0,
1797,1211,Windows,single_family,S,3.5,GC043,0,
1798,1211,Windows,single_family,S,4.03,GC043,0,
1799,1211,Windows,single_family,S,5.57,GC043,0,
1800,1211,Windows,single_family,S,5.59,GC043,0,
1801,1211,Windows,single_family,S,4.3,GC173,1,
1802,1211,Windows,single_family,S,0.889,GC173,1,
1803,1212,Windows,single_family,S,2.16,GC112,0,
1804,1212,Storefront,commercial,L,223,GC108,0,
1805,1212,Mirrors,commercial,M,27.1,GC108,0,
1806,1212,Windows,commercial,XL,674,GC108,0,
1807,1213,Shower Doors,single_family,S,0.992,GC163,1,
1808,1214,Windows,single_family,S,3.25,GC159,1,
1809,1216,Windows,single_family,S,2.65,GC048,1,
1810,1216,Windows,single_family,S,13.6,GC173,1,
1811,1216,Windows,single_family,S,13.5,GC173,1,
1812,1216,Windows,single_family,M,20.8,GC149,0,
1813,1217,Windows,single_family,S,5.32,GC035,1,
1814,1217,Windows,single_family,S,5.32,GC035,1,
1815,1217,Windows,single_family,M,70.7,GC114,0,
1816,1219,Windows,single_family,S,1.38,GC056,0,
1817,1219,Windows,single_family,S,2.65,GC048,1,
1818,1219,Windows,single_family,S,5.32,GC035,1,
1819,1219,Windows,commercial,S,6.37,GC087,0,
1820,1220,Windows,single_family,M,36.8,GC016,0,
1821,1220,Windows,commercial,XL,1540,GC087,0,
1822,1220,Mirrors,commercial,M,56.7,GC087,0,
1823,1220,Shower Doors,commercial,L,77.4,GC087,0,
1824,1220,Windows,material_only,S,0.968,GC216,1,
1825,1220,Windows,single_family,M,32.3,GC149,0,
1826,1224,Windows,commercial,M,55.3,GC130,0,
1827,1224,Shower Doors,commercial,L,111,GC208,0,
1828,1224,Mirrors,commercial,M,49.5,GC208,0,
1829,1224,Windows,single_family,S,15.5,GC005,0,
1830,1224,Windows,commercial,M,18.9,GC084,,
1831,1224,Mirrors,commercial,S,3.17,GC084,,
1832,1225,Storefront,commercial,L,117,GC108,0,
1833,1225,Windows,commercial,XL,689,GC108,,
1834,1225,Windows,commercial,M,19.2,GC226,1,1289
1835,1225,Mirrors,commercial,S,10.2,GC071,0,1309
1836,1225,Shower Doors,single_family,S,0.824,GC043,0,
1837,1225,Mirrors,single_family,S,0.54,GC043,0,
1838,1225,Windows,single_family,M,21.2,GC149,0,
1839,1225,Windows,commercial,L,212,GC109,,
1840,1225,Storefront,commercial,L,117,GC109,0,
1841,1225,Storefront,commercial,L,144,GC109,,
1842,1225,Storefront,commercial,L,91.7,GC109,0,
1843,1225,Windows,single_family,M,32,GC156,1,1240
1844,1227,Shower Doors,commercial,L,137,GC184,0,
1845,1227,Shower Doors,commercial,L,92.2,GC087,0,
1846,1227,Mirrors,commercial,M,22.7,GC087,0,
1847,1227,Windows,commercial,L,193,GC087,0,
1848,1227,Windows,commercial,XL,664,GC014,0,
1849,1227,Mirrors,commercial,M,31.6,GC014,0,
1850,1229,Windows,commercial,L,170,GC086,0,
1851,1230,Windows,single_family,M,22.6,GC112,1,1260
1852,1230,Windows,single_family,S,13.9,GC091,0,
1853,1230,Mirrors,single_family,S,0.243,GC114,0,
1854,1230,Windows,single_family,M,23.9,GC129,0,
1855,1230,Windows,single_family,S,6.9,GC045,1,1239
1856,1231,Windows,single_family,S,4.72,GC056,0,
1857,1231,Windows,single_family,S,3.66,GC056,0,
1858,1231,Windows,material_only,S,11.5,GC088,0,
1859,1231,Windows,single_family,L,94.9,GC091,1,1314
1860,1231,Windows,single_family,S,1.35,GC114,0,
1861,1231,Windows,single_family,L,123,GC114,0,
1862,1231,Windows,material_only,M,41.9,GC135,1,1246
1863,1231,Windows,single_family,S,6.75,GC045,1,1239
1864,1232,Windows,single_family,S,10.6,GC112,0,
1865,1232,Windows,single_family,S,5.32,GC085,0,
1866,1232,Mirrors,commercial,S,8.94,GC087,0,
1867,1232,Windows,commercial,L,79.2,GC087,0,
1868,1232,Shower Doors,commercial,M,46.8,GC087,0,
1869,1232,Windows,commercial,L,91.2,GC033,,
1870,1232,Windows,single_family,S,11.3,GC173,1,1234
1871,1232,Mirrors,commercial,M,57.7,GC032,,
1872,1232,Windows,commercial,XL,419,GC032,,
1873,1232,Windows,single_family,M,41,GC129,0,
1874,1232,Mirrors,commercial,L,123,GC022,0,
1875,1232,Shower Doors,commercial,XL,439,GC022,0,
1876,1232,Windows,commercial,XL,1100,GC022,0,
1877,1233,Storefront,commercial,L,189,GC138,0,
1878,1233,Shower Doors,commercial,M,69.2,GC199,,
1879,1233,Windows,commercial,L,137,GC199,,
1880,1233,Windows,single_family,M,37.2,GC174,0,
1881,1233,Shower Doors,single_family,S,0.873,GC114,0,
1882,1233,Storefront,commercial,M,32.9,GC097,,
1883,1233,Windows,commercial,L,77.5,GC214,0,
1884,1233,Mirrors,commercial,S,6.58,GC214,0,
1885,1234,Windows,material_only,S,7.56,GC188,0,
1886,1234,Shower Doors,commercial,M,56.4,GC028,1,1287
1887,1234,Mirrors,commercial,M,30.8,GC028,1,1287
1888,1234,Windows,commercial,L,199,GC028,0,
1889,1234,Windows,commercial,S,5.18,GC087,0,
1890,1234,Mirrors,commercial,S,0.826,GC087,0,
1891,1234,Windows,single_family,S,0.876,GC114,1,1239
1892,1234,Windows,single_family,S,2.38,GC018,0,
1893,1234,Windows,single_family,S,3.01,GC018,0,
1894,1234,Windows,single_family,S,9.98,GC018,0,
1895,1234,Windows,single_family,S,2.82,GC018,0,
1896,1234,Windows,single_family,S,9.23,GC173,1,1240
1897,1234,Windows,single_family,S,4.11,GC173,1,1241
1898,1234,Mirrors,single_family,M,18.9,GC094,1,1239
1899,1238,Windows,single_family,S,9.34,GC152,0,
1900,1238,Windows,single_family,S,17.9,GC016,0,
1901,1238,Windows,commercial,L,278,GC038,,
1902,1238,Windows,single_family,M,24.6,GC129,0,
1903,1238,Windows,commercial,M,68.7,GC131,,
1904,1238,Mirrors,commercial,S,15.8,GC131,,
1905,1238,Shower Doors,commercial,M,39.5,GC131,,
1906,1239,Mirrors,single_family,S,0.334,GC105,1,1240
1907,1239,Shower Doors,single_family,S,2.26,GC105,1,1240
1908,1239,Windows,single_family,M,33.1,GC228,0,
1909,1239,Shower Doors,single_family,S,3.95,GC114,0,
1910,1239,Mirrors,single_family,S,1.61,GC114,0,
1911,1239,Windows,material_only,S,11.5,GC168,0,
1912,1239,Specialty,commercial,L,120,GC063,,
1913,1240,Storefront,commercial,M,25,GC008,1,1246
1914,1240,Windows,commercial,L,85.3,GC108,0,
1915,1240,Storefront,commercial,L,279,GC184,0,
1916,1240,Shower Doors,single_family,S,1.6,GC053,0,
1917,1240,Mirrors,single_family,S,1.06,GC053,0,
1918,1241,Windows,single_family,L,88.2,GC127,0,
1919,1244,Windows,material_only,S,0.231,GC216,0,
1920,1244,Shower Doors,single_family,S,0.644,GC149,1,1266
1921,1244,Mirrors,single_family,S,1.73,GC149,1,1266
1922,1244,Windows,single_family,S,1.68,GC053,0,
1923,1245,Windows,commercial,L,261,GC098,,
1924,1245,Mirrors,commercial,S,17.2,GC098,,
1925,1245,Mirrors,commercial,M,49.6,GC222,,
1926,1245,Windows,commercial,XL,575,GC222,,
1927,1246,Windows,material_only,S,4.2,GC112,0,
1928,1246,Mirrors,single_family,S,0.794,GC112,0,
1929,1246,Windows,commercial,XL,501,GC143,,
1930,1246,Mirrors,commercial,M,31.6,GC143,,
1931,1246,Mirrors,commercial,S,12.4,GC154,,
1932,1246,Windows,commercial,L,238,GC154,,
1933,1246,Shower Doors,commercial,S,16.6,GC154,0,
1934,1246,Windows,material_only,S,0.224,GC202,0,
1935,1247,Mirrors,single_family,M,48.2,GC138,0,
1936,1247,Shower Doors,single_family,L,84.2,GC184,0,
1937,1247,Windows,commercial,XL,658,GC184,0,
1938,1247,Windows,single_family,M,29.4,GC016,0,
1939,1247,Windows,commercial,XL,670,GC087,0,
1940,1247,Shower Doors,commercial,L,179,GC087,0,
1941,1247,Mirrors,commercial,L,181,GC087,0,
1942,1247,Windows,single_family,S,1.86,GC167,0,
1943,1248,Storefront,commercial,S,5.09,GC097,0,
1944,1248,Windows,single_family,S,6.21,GC045,0,
1945,1251,Windows,commercial,L,152,GC218,0,
1946,1251,Mirrors,commercial,M,36.3,GC108,,
1947,1251,Windows,commercial,L,269,GC108,,
1948,1251,Windows,material_only,S,2.72,GC114,1,1251
1949,1251,Windows,single_family,S,3.09,GC095,0,
1950,1251,Storefront,commercial,L,149,GC063,0,1297
1951,1251,Windows,single_family,S,13.4,GC002,1,1282
1952,1251,Windows,single_family,S,3.83,GC173,1,1251
1953,1251,Windows,single_family,S,9.32,GC173,1,1251
1954,1251,Windows,single_family,S,12.2,GC149,0,
1955,1252,Windows,single_family,S,8.38,GC186,0,
1956,1252,Storefront,commercial,L,85.8,GC143,0,
1957,1252,Storefront,commercial,L,295,GC149,0,1310
1958,1253,Storefront,commercial,L,229,GC056,,
1959,1253,Windows,commercial,L,259,GC087,,
1960,1253,Mirrors,commercial,M,30.6,GC087,,
1961,1253,Mirrors,commercial,M,20.5,GC143,0,
1962,1253,Windows,commercial,M,67.9,GC143,0,
1963,1253,Windows,commercial,L,309,GC084,0,
1964,1253,Mirrors,commercial,M,66,GC084,,
1965,1253,Shower Doors,commercial,L,92.8,GC084,0,
1966,1254,Windows,commercial,XL,406,GC194,,
1967,1254,Mirrors,commercial,M,33.4,GC194,,
1968,1254,Shower Doors,commercial,L,89.6,GC194,,
1969,1254,Windows,single_family,S,5.83,GC045,1,1282
1970,1255,Storefront,commercial,XL,389,GC026,0,1295
1971,1255,Storefront,commercial,XL,477,GC148,0,1303
1972,1255,Windows,single_family,S,11.4,GC111,0,
1973,1255,Windows,material_only,S,0.565,GC114,1,1262
1974,1255,Windows,single_family,S,5.03,GC095,0,
1975,1258,Windows,commercial,M,52.3,GC010,,
1976,1258,Mirrors,commercial,S,3.94,GC010,,
1977,1258,Windows,commercial,L,333,GC021,,
1978,1258,Shower Doors,single_family,S,4.97,GC060,0,
1979,1259,Windows,single_family,S,11.1,GC114,,
1980,1259,Windows,commercial,S,18.4,GC179,,
1981,1259,Windows,single_family,S,7.36,GC053,1,1267
1982,1260,Windows,commercial,L,237,GC206,,
1983,1260,Shower Doors,commercial,M,32.8,GC206,,
1984,1260,Mirrors,commercial,S,15.2,GC206,,
1985,1261,Shower Doors,commercial,S,7.32,GC138,,
1986,1261,Storefront,commercial,L,185,GC077,,
1987,1261,Mirrors,commercial,L,107,GC010,,
1988,1261,Shower Doors,commercial,L,164,GC010,,
1989,1261,Windows,commercial,XL,1080,GC010,,
1990,1261,Windows,single_family,S,7.11,GC044,,
1991,1261,Windows,single_family,S,7.11,GC044,,
1992,1261,Windows,single_family,S,3.11,GC044,,
1993,1261,Windows,single_family,S,7.11,GC044,,
1994,1261,Windows,single_family,S,5.37,GC044,,
1995,1261,Windows,single_family,S,5.19,GC044,,
1996,1261,Windows,single_family,S,7.11,GC044,,
1997,1261,Windows,single_family,S,3.69,GC044,,
1998,1261,Shower Doors,single_family,S,1,GC043,1,1289
1999,1261,Windows,single_family,S,2.01,GC043,0,
2000,1261,Mirrors,single_family,S,0.425,GC043,0,
2001,1261,Storefront,commercial,L,87.5,GC084,,
2002,1261,Storefront,commercial,M,34.3,GC133,,
2003,1262,Windows,single_family,M,32.4,GC190,,
2004,1262,Storefront,commercial,L,168,GC119,,
2005,1262,Mirrors,single_family,S,1.64,GC111,,
2006,1262,Windows,material_only,S,0.4,GC111,1,1268
2007,1262,Shower Doors,single_family,S,2.34,GC111,,
2008,1262,Mirrors,single_family,S,0.00884,GC111,0,
2009,1262,Windows,material_only,S,0.864,GC114,0,1310
2010,1262,Mirrors,material_only,S,0.208,GC114,0,1296
2011,1262,Shower Doors,single_family,S,1.74,GC114,1,1265
2012,1265,Windows,material_only,S,0.66,GC035,0,1296
2013,1265,Windows,single_family,S,2.36,GC190,0,1311
2014,1265,Shower Doors,commercial,S,12.6,GC083,,
2015,1265,Windows,commercial,M,59.4,GC083,0,
2016,1265,Mirrors,commercial,S,7.53,GC083,,
2017,1265,Windows,single_family,M,29.1,GC102,0,
2018,1265,Windows,material_only,S,7.18,GC095,0,
2019,1265,Windows,single_family,S,1.01,GC197,0,1309
2020,1265,Mirrors,commercial,M,44.5,GC180,,
2021,1265,Shower Doors,commercial,L,110,GC180,,
2022,1265,Windows,commercial,XL,465,GC180,,
2023,1266,Mirrors,single_family,S,1.2,GC149,1,1267
2024,1267,Windows,single_family,L,91.2,GC068,,
2025,1267,Windows,commercial,L,89.8,GC084,1,1269
2026,1267,Windows,single_family,S,3.31,GC045,1,1282
2027,1267,Windows,single_family,S,3.31,GC045,1,1282
2028,1268,Windows,commercial,XL,388,GC161,0,1297
2029,1268,Windows,commercial,L,94.2,GC065,,
2030,1268,Windows,commercial,XL,633,GC087,,
2031,1268,Mirrors,commercial,M,49.3,GC087,,
2032,1268,Windows,commercial,XL,458,GC087,,
2033,1268,Shower Doors,commercial,L,140,GC087,,
2034,1268,Windows,commercial,M,28.9,GC044,,
2035,1268,Shower Doors,commercial,XL,415,GC194,,
2036,1268,Windows,commercial,XL,1140,GC194,,
2037,1268,Mirrors,commercial,L,112,GC194,,
2038,1269,Storefront,commercial,L,82.7,GC008,1,1314
2039,1269,Storefront,commercial,L,196,GC087,0,
2040,1269,Windows,single_family,S,7.37,GC005,0,1307
2041,1269,Windows,single_family,S,7.37,GC005,0,1307
2042,1269,Windows,single_family,M,21.9,GC167,,
2043,1272,Storefront,commercial,S,9.85,GC108,,
2044,1273,Windows,single_family,M,48.4,GC085,,
2045,1273,Windows,single_family,S,11.8,GC085,,
2046,1273,Windows,single_family,M,23.4,GC016,,
2047,1273,Windows,single_family,S,7.61,GC068,,
2048,1273,Storefront,commercial,M,59.5,GC086,,
2049,1273,Windows,commercial,M,54.9,GC063,,
2050,1273,Windows,commercial,L,94.5,GC020,,
2051,1273,Windows,commercial,XL,1070,GC131,,
2052,1275,Windows,commercial,XL,633,GC108,0,1309
2053,1275,Windows,commercial,XL,375,GC079,,
2054,1275,Windows,commercial,XL,1040,GC179,,
2055,1275,Shower Doors,commercial,L,114,GC179,,
2056,1275,Mirrors,commercial,M,66.9,GC179,,
2057,1275,Windows,commercial,XL,1220,GC064,,
2058,1275,Mirrors,commercial,M,28,GC064,,
2059,1275,Windows,commercial,XL,640,GC122,,
2060,1275,Shower Doors,commercial,L,120,GC122,,
2061,1275,Mirrors,commercial,M,36,GC122,,
2062,1275,Storefront,commercial,L,339,GC032,,
2063,1275,Mirrors,commercial,M,70.9,GC032,,
2064,1275,Storefront,commercial,XL,615,GC032,,
2065,1275,Shower Doors,commercial,L,131,GC032,,
2066,1275,Windows,commercial,XL,1160,GC032,,
2067,1275,Mirrors,commercial,M,42.5,GC032,,
2068,1275,Shower Doors,commercial,L,280,GC032,,
2069,1280,Windows,single_family,S,15,GC013,,
2070,1280,Windows,commercial,S,10.8,GC063,,
2071,1280,Storefront,commercial,M,49.3,GC063,,
2072,1281,Windows,material_only,S,2.24,GC088,0,1300
2073,1281,Windows,single_family,S,2.49,GC025,0,1295
2074,1281,Windows,single_family,S,3.08,GC025,0,1295
2075,1281,Windows,single_family,S,3.78,GC025,0,1295
2076,1281,Windows,single_family,S,16,GC053,,
2077,1282,Windows,single_family,S,7.03,GC019,0,1293
2078,1282,Storefront,commercial,M,51.8,GC199,,
2079,1282,Storefront,commercial,L,141,GC108,,
2080,1282,Windows,single_family,S,17.7,GC050,0,1310
2081,1282,Storefront,commercial,M,51.8,GC087,0,1303
2082,1282,Storefront,commercial,L,121,GC087,0,1296
2083,1282,Storefront,commercial,S,15.1,GC086,,
2084,1282,Storefront,commercial,L,313,GC143,0,1301
2085,1282,Windows,commercial,XL,672,GC084,,
2086,1282,Windows,single_family,S,0.669,GC178,,
2087,1282,Storefront,commercial,L,308,GC017,,
2088,1282,Windows,commercial,M,23.7,GC129,,
2089,1282,Mirrors,commercial,S,4.74,GC129,,
2090,1283,Windows,commercial,S,7.37,GC028,,
2091,1283,Windows,single_family,M,53.4,GC174,1,1309
2092,1283,Windows,commercial,S,2.96,GC119,,
2093,1283,Specialty,material_only,S,2.03,GC167,0,1296
2094,1283,Storefront,commercial,M,49.4,GC039,,
2095,1283,Windows,commercial,L,350,GC207,0,
2096,1283,Windows,commercial,XL,672,GC084,0,
2097,1283,Windows,commercial,L,75,GC215,,
2098,1283,Windows,commercial,XL,443,GC032,,
2099,1286,Storefront,commercial,L,125,GC131,0,1302
2100,1287,Windows,single_family,S,10.3,GC167,,
2101,1288,Storefront,commercial,L,139,GC138,,
2102,1288,Shower Doors,commercial,L,194,GC142,,
2103,1288,Windows,commercial,XL,1240,GC142,,
2104,1288,Mirrors,commercial,M,45.4,GC142,,
2105,1288,Windows,commercial,XL,719,GC055,,
2106,1288,Windows,commercial,L,158,GC097,,
2107,1289,Windows,single_family,S,3.05,GC113,,
2108,1289,Mirrors,single_family,S,0.381,GC167,0,1303
2109,1289,Windows,single_family,S,5.43,GC167,,
2110,1289,Windows,single_family,S,6.35,GC173,,
2111,1289,Windows,single_family,S,3.3,GC045,,
2112,1290,Windows,commercial,M,42.5,GC138,,
2113,1290,Mirrors,commercial,S,7.63,GC158,,
